Nome_IMG;Latitude;;;Lat_decimal;Longitude;;;Lon_decimal;Alt (m);X (m);Y (m);Z (m);Roll;Pitch;Yaw;
DJI_0332.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0333.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0334.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0335.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.7;
DJI_0336.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.6;
DJI_0337.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.7;
DJI_0338.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.5;
DJI_0339.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.6;
DJI_0340.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.7;
DJI_0341.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0342.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0343.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0344.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0345.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
DJI_0346.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0347.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0348.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.4;
DJI_0349.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
DJI_0350.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
DJI_0351.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0352.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-89.9 ;-171.1;
DJI_0353.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0354.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0355.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0356.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0357.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
DJI_0358.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0359.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
